# Wall heat-flux
# Time         	patch          	min            	max            	integral       
1621           	plate	6.0412455e+03	6.3400189e+03	1.2510349e+03
1621           	riser	-5.1746668e+03	-3.8964214e+03	-9.4077724e+02
1622           	plate	6.0412012e+03	6.3399965e+03	1.2510323e+03
1622           	riser	-5.1749412e+03	-3.8964321e+03	-9.4078316e+02
1623           	plate	6.0411551e+03	6.3399740e+03	1.2510297e+03
1623           	riser	-5.1752138e+03	-3.8964424e+03	-9.4078899e+02
1624           	plate	6.0411073e+03	6.3399514e+03	1.2510271e+03
1624           	riser	-5.1754845e+03	-3.8964525e+03	-9.4079474e+02
1625           	plate	6.0418448e+03	6.3396387e+03	1.2512143e+03
1625           	riser	-5.1751589e+03	-3.8967500e+03	-9.4056923e+02
1626           	plate	6.0417937e+03	6.3396158e+03	1.2512117e+03
1626           	riser	-5.1754253e+03	-3.8967593e+03	-9.4057480e+02
1627           	plate	6.0417410e+03	6.3395927e+03	1.2512090e+03
1627           	riser	-5.1756893e+03	-3.8967683e+03	-9.4058029e+02
1628           	plate	6.0416867e+03	6.3395696e+03	1.2512064e+03
1628           	riser	-5.1759510e+03	-3.8967770e+03	-9.4058568e+02
1629           	plate	6.0416309e+03	6.3395463e+03	1.2512038e+03
1629           	riser	-5.1762101e+03	-3.8967853e+03	-9.4059099e+02
1630           	plate	6.0420010e+03	6.3392158e+03	1.2513701e+03
1630           	riser	-5.1759607e+03	-3.8970910e+03	-9.4038468e+02
1631           	plate	6.0419421e+03	6.3391923e+03	1.2513674e+03
1631           	riser	-5.1762146e+03	-3.8970986e+03	-9.4038982e+02
1632           	plate	6.0418818e+03	6.3391687e+03	1.2513648e+03
1632           	riser	-5.1764658e+03	-3.8971058e+03	-9.4039487e+02
1633           	plate	6.0418199e+03	6.3391451e+03	1.2513621e+03
1633           	riser	-5.1767141e+03	-3.8971127e+03	-9.4039984e+02
1634           	plate	6.0417567e+03	6.3391213e+03	1.2513595e+03
1634           	riser	-5.1769595e+03	-3.8971193e+03	-9.4040472e+02
1635           	plate	6.0417734e+03	6.3387734e+03	1.2515043e+03
1635           	riser	-5.1767842e+03	-3.8974316e+03	-9.4021852e+02
1636           	plate	6.0417074e+03	6.3387494e+03	1.2515017e+03
1636           	riser	-5.1770234e+03	-3.8974373e+03	-9.4022325e+02
1637           	plate	6.0416400e+03	6.3387254e+03	1.2514990e+03
1637           	riser	-5.1772593e+03	-3.8974427e+03	-9.4022789e+02
1638           	plate	6.0415714e+03	6.3387014e+03	1.2514964e+03
1638           	riser	-5.1774920e+03	-3.8974478e+03	-9.4023246e+02
1639           	plate	6.0415014e+03	6.3386772e+03	1.2514938e+03
1639           	riser	-5.1777214e+03	-3.8974524e+03	-9.4023694e+02
1640           	plate	6.0411794e+03	6.3383126e+03	1.2516168e+03
1640           	riser	-5.1776181e+03	-3.8977697e+03	-9.4007158e+02
1641           	plate	6.0411069e+03	6.3382883e+03	1.2516142e+03
1641           	riser	-5.1778405e+03	-3.8977736e+03	-9.4007591e+02
1642           	plate	6.0410332e+03	6.3382640e+03	1.2516116e+03
1642           	riser	-5.1780595e+03	-3.8977770e+03	-9.4008016e+02
1643           	plate	6.0409583e+03	6.3382396e+03	1.2516091e+03
1643           	riser	-5.1782748e+03	-3.8977802e+03	-9.4008432e+02
1644           	plate	6.0408823e+03	6.3382152e+03	1.2516065e+03
1644           	riser	-5.1784865e+03	-3.8977829e+03	-9.4008842e+02
1645           	plate	6.0402371e+03	6.3378347e+03	1.2517076e+03
1645           	riser	-5.1784529e+03	-3.8981032e+03	-9.3994446e+02
1646           	plate	6.0401589e+03	6.3378102e+03	1.2517050e+03
1646           	riser	-5.1786573e+03	-3.8981051e+03	-9.3994840e+02
1647           	plate	6.0400795e+03	6.3377858e+03	1.2517025e+03
1647           	riser	-5.1788579e+03	-3.8981067e+03	-9.3995226e+02
1648           	plate	6.0399991e+03	6.3377612e+03	1.2516999e+03
1648           	riser	-5.1790549e+03	-3.8981078e+03	-9.3995605e+02
1649           	plate	6.0399177e+03	6.3377367e+03	1.2516974e+03
1649           	riser	-5.1792481e+03	-3.8981086e+03	-9.3995976e+02
1650           	plate	6.0389660e+03	6.3373414e+03	1.2517765e+03
1650           	riser	-5.1792820e+03	-3.8984300e+03	-9.3983756e+02
1651           	plate	6.0388826e+03	6.3373169e+03	1.2517740e+03
1651           	riser	-5.1794676e+03	-3.8984300e+03	-9.3984113e+02
1652           	plate	6.0387982e+03	6.3372923e+03	1.2517715e+03
1652           	riser	-5.1796494e+03	-3.8984296e+03	-9.3984463e+02
1653           	plate	6.0387130e+03	6.3372677e+03	1.2517691e+03
1653           	riser	-5.1798274e+03	-3.8984288e+03	-9.3984805e+02
1654           	plate	6.0386269e+03	6.3372432e+03	1.2517666e+03
1654           	riser	-5.1800015e+03	-3.8984276e+03	-9.3985140e+02
1655           	plate	6.0373866e+03	6.3368345e+03	1.2518240e+03
1655           	riser	-5.1801005e+03	-3.8987479e+03	-9.3975114e+02
1656           	plate	6.0372988e+03	6.3368099e+03	1.2518215e+03
1656           	riser	-5.1802668e+03	-3.8987459e+03	-9.3975435e+02
1657           	plate	6.0372103e+03	6.3367854e+03	1.2518191e+03
1657           	riser	-5.1804293e+03	-3.8987436e+03	-9.3975749e+02
1658           	plate	6.0371210e+03	6.3367609e+03	1.2518167e+03
1658           	riser	-5.1805878e+03	-3.8987409e+03	-9.3976057e+02
1659           	plate	6.0370310e+03	6.3367364e+03	1.2518143e+03
1659           	riser	-5.1807425e+03	-3.8987379e+03	-9.3976358e+02
1660           	plate	6.0355214e+03	6.3363158e+03	1.2518503e+03
1660           	riser	-5.1809035e+03	-3.8990548e+03	-9.3968522e+02
1661           	plate	6.0354301e+03	6.3362914e+03	1.2518479e+03
1661           	riser	-5.1810504e+03	-3.8990510e+03	-9.3968810e+02
1662           	plate	6.0353382e+03	6.3362670e+03	1.2518456e+03
1662           	riser	-5.1811933e+03	-3.8990469e+03	-9.3969091e+02
1663           	plate	6.0352456e+03	6.3362427e+03	1.2518433e+03
1663           	riser	-5.1813323e+03	-3.8990424e+03	-9.3969366e+02
1664           	plate	6.0351526e+03	6.3362185e+03	1.2518410e+03
1664           	riser	-5.1814674e+03	-3.8990376e+03	-9.3969635e+02
1665           	plate	6.0333953e+03	6.3357875e+03	1.2518560e+03
1665           	riser	-5.1816874e+03	-3.8993489e+03	-9.3963966e+02
1666           	plate	6.0333012e+03	6.3357634e+03	1.2518538e+03
1666           	riser	-5.1818148e+03	-3.8993434e+03	-9.3964223e+02
1667           	plate	6.0332068e+03	6.3357393e+03	1.2518515e+03
1667           	riser	-5.1819383e+03	-3.8993376e+03	-9.3964473e+02
1668           	plate	6.0331120e+03	6.3357153e+03	1.2518493e+03
1668           	riser	-5.1820579e+03	-3.8993315e+03	-9.3964718e+02
1669           	plate	6.0330168e+03	6.3356914e+03	1.2518471e+03
1669           	riser	-5.1821737e+03	-3.8993250e+03	-9.3964956e+02
1670           	plate	6.0310353e+03	6.3355409e+03	1.2518420e+03
1670           	riser	-5.1824491e+03	-3.8996286e+03	-9.3961412e+02
1671           	plate	6.0309396e+03	6.3355444e+03	1.2518399e+03
1671           	riser	-5.1825573e+03	-3.8996216e+03	-9.3961640e+02
1672           	plate	6.0308436e+03	6.3355477e+03	1.2518377e+03
1672           	riser	-5.1826617e+03	-3.8996143e+03	-9.3961862e+02
1673           	plate	6.0307475e+03	6.3355509e+03	1.2518356e+03
1673           	riser	-5.1827623e+03	-3.8996067e+03	-9.3962078e+02
1674           	plate	6.0306513e+03	6.3355539e+03	1.2518335e+03
1674           	riser	-5.1828592e+03	-3.8995989e+03	-9.3962289e+02
1675           	plate	6.0284718e+03	6.3354464e+03	1.2518091e+03
1675           	riser	-5.1831859e+03	-3.8998926e+03	-9.3960807e+02
1676           	plate	6.0283754e+03	6.3354491e+03	1.2518071e+03
1676           	riser	-5.1832754e+03	-3.8998843e+03	-9.3961008e+02
1677           	plate	6.0282790e+03	6.3354518e+03	1.2518051e+03
1677           	riser	-5.1833613e+03	-3.8998758e+03	-9.3961204e+02
1678           	plate	6.0281827e+03	6.3354543e+03	1.2518030e+03
1678           	riser	-5.1834435e+03	-3.8998670e+03	-9.3961394e+02
1679           	plate	6.0280864e+03	6.3354567e+03	1.2518011e+03
1679           	riser	-5.1835221e+03	-3.8998581e+03	-9.3961580e+02
1680           	plate	6.0257378e+03	6.3353339e+03	1.2517585e+03
1680           	riser	-5.1838958e+03	-3.9001401e+03	-9.3962079e+02
1681           	plate	6.0256419e+03	6.3353360e+03	1.2517566e+03
1681           	riser	-5.1839673e+03	-3.9001308e+03	-9.3962255e+02
1682           	plate	6.0255463e+03	6.3353381e+03	1.2517546e+03
1682           	riser	-5.1840353e+03	-3.9001213e+03	-9.3962427e+02
1683           	plate	6.0254509e+03	6.3353400e+03	1.2517527e+03
1683           	riser	-5.1840998e+03	-3.9001118e+03	-9.3962594e+02
1684           	plate	6.0253559e+03	6.3353418e+03	1.2517509e+03
1684           	riser	-5.1841608e+03	-3.9001021e+03	-9.3962757e+02
1685           	plate	6.0228696e+03	6.3352052e+03	1.2516914e+03
1685           	riser	-5.1845766e+03	-3.9003706e+03	-9.3965135e+02
1686           	plate	6.0227754e+03	6.3352068e+03	1.2516896e+03
1686           	riser	-5.1846309e+03	-3.9003608e+03	-9.3965289e+02
1687           	plate	6.0226817e+03	6.3352083e+03	1.2516878e+03
1687           	riser	-5.1846818e+03	-3.9003508e+03	-9.3965440e+02
1688           	plate	6.0225885e+03	6.3352097e+03	1.2516860e+03
1688           	riser	-5.1847294e+03	-3.9003409e+03	-9.3965586e+02
1689           	plate	6.0224960e+03	6.3352110e+03	1.2516842e+03
1689           	riser	-5.1847738e+03	-3.9003309e+03	-9.3965728e+02
1690           	plate	6.0199062e+03	6.3350622e+03	1.2516092e+03
1690           	riser	-5.1852262e+03	-3.9005847e+03	-9.3969870e+02
1691           	plate	6.0198149e+03	6.3350633e+03	1.2516075e+03
1691           	riser	-5.1852641e+03	-3.9005748e+03	-9.3970004e+02
1692           	plate	6.0197244e+03	6.3350643e+03	1.2516058e+03
1692           	riser	-5.1852989e+03	-3.9005648e+03	-9.3970135e+02
1693           	plate	6.0196347e+03	6.3350651e+03	1.2516041e+03
1693           	riser	-5.1853306e+03	-3.9005549e+03	-9.3970263e+02
1694           	plate	6.0195459e+03	6.3350659e+03	1.2516025e+03
1694           	riser	-5.1853592e+03	-3.9005451e+03	-9.3970386e+02
1695           	plate	6.0168888e+03	6.3349067e+03	1.2515135e+03
1695           	riser	-5.1858424e+03	-3.9007835e+03	-9.3976157e+02
1696           	plate	6.0168017e+03	6.3349073e+03	1.2515119e+03
1696           	riser	-5.1858650e+03	-3.9007739e+03	-9.3976274e+02
1697           	plate	6.0167157e+03	6.3349079e+03	1.2515103e+03
1697           	riser	-5.1858846e+03	-3.9007645e+03	-9.3976389e+02
1698           	plate	6.0166307e+03	6.3349083e+03	1.2515088e+03
1698           	riser	-5.1859013e+03	-3.9007553e+03	-9.3976500e+02
1699           	plate	6.0165468e+03	6.3349087e+03	1.2515072e+03
1699           	riser	-5.1859152e+03	-3.9007463e+03	-9.3976608e+02
1700           	plate	6.0138602e+03	6.3347407e+03	1.2514060e+03
1700           	riser	-5.1864228e+03	-3.9009688e+03	-9.3983861e+02
1701           	plate	6.0137786e+03	6.3347409e+03	1.2514045e+03
1701           	riser	-5.1864310e+03	-3.9009603e+03	-9.3983963e+02
1702           	plate	6.0136982e+03	6.3347410e+03	1.2514030e+03
1702           	riser	-5.1864365e+03	-3.9009521e+03	-9.3984063e+02
1703           	plate	6.0136191e+03	6.3347411e+03	1.2514016e+03
1703           	riser	-5.1864393e+03	-3.9009442e+03	-9.3984159e+02
1704           	plate	6.0135413e+03	6.3347411e+03	1.2514001e+03
1704           	riser	-5.1864394e+03	-3.9009367e+03	-9.3984253e+02
1705           	plate	6.0108641e+03	6.3345660e+03	1.2512884e+03
1705           	riser	-5.1869648e+03	-3.9011439e+03	-9.3992832e+02
1706           	plate	6.0107890e+03	6.3345659e+03	1.2512870e+03
1706           	riser	-5.1869597e+03	-3.9011371e+03	-9.3992921e+02
1707           	plate	6.0107154e+03	6.3345656e+03	1.2512856e+03
1707           	riser	-5.1869521e+03	-3.9011308e+03	-9.3993007e+02
1708           	plate	6.0106432e+03	6.3345653e+03	1.2512842e+03
1708           	riser	-5.1869419e+03	-3.9011250e+03	-9.3993091e+02
1709           	plate	6.0105725e+03	6.3345649e+03	1.2512829e+03
1709           	riser	-5.1869293e+03	-3.9011197e+03	-9.3993173e+02
1710           	plate	6.0079431e+03	6.3343844e+03	1.2511626e+03
1710           	riser	-5.1874656e+03	-3.9013127e+03	-9.4002911e+02
1711           	plate	6.0078756e+03	6.3343839e+03	1.2511613e+03
1711           	riser	-5.1874482e+03	-3.9013085e+03	-9.4002988e+02
1712           	plate	6.0078096e+03	6.3343834e+03	1.2511599e+03
1712           	riser	-5.1874284e+03	-3.9013049e+03	-9.4003064e+02
1713           	plate	6.0077453e+03	6.3343828e+03	1.2511586e+03
1713           	riser	-5.1874064e+03	-3.9013020e+03	-9.4003137e+02
1714           	plate	6.0076827e+03	6.3343821e+03	1.2511574e+03
1714           	riser	-5.1873820e+03	-3.9012997e+03	-9.4003208e+02
1715           	plate	6.0051386e+03	6.3341974e+03	1.2510303e+03
1715           	riser	-5.1879221e+03	-3.9014808e+03	-9.4013936e+02
1716           	plate	6.0050793e+03	6.3341966e+03	1.2510291e+03
1716           	riser	-5.1878934e+03	-3.9014800e+03	-9.4014003e+02
1717           	plate	6.0050218e+03	6.3341958e+03	1.2510278e+03
1717           	riser	-5.1878625e+03	-3.9014800e+03	-9.4014068e+02
1718           	plate	6.0049661e+03	6.3341949e+03	1.2510266e+03
1718           	riser	-5.1878295e+03	-3.9014808e+03	-9.4014132e+02
1719           	plate	6.0049121e+03	6.3341939e+03	1.2510254e+03
1719           	riser	-5.1877943e+03	-3.9014824e+03	-9.4014193e+02
1720           	plate	6.0024882e+03	6.3340063e+03	1.2508935e+03
1720           	riser	-5.1883313e+03	-3.9016549e+03	-9.4025738e+02
1721           	plate	6.0024379e+03	6.3340052e+03	1.2508923e+03
1721           	riser	-5.1882921e+03	-3.9016584e+03	-9.4025797e+02
1722           	plate	6.0023894e+03	6.3340041e+03	1.2508911e+03
1722           	riser	-5.1882510e+03	-3.9016629e+03	-9.4025854e+02
1723           	plate	6.0023427e+03	6.3340030e+03	1.2508899e+03
1723           	riser	-5.1882079e+03	-3.9016684e+03	-9.4025909e+02
1724           	plate	6.0022979e+03	6.3340018e+03	1.2508887e+03
1724           	riser	-5.1881629e+03	-3.9016750e+03	-9.4025963e+02
1725           	plate	6.0000257e+03	6.3338118e+03	1.2507538e+03
1725           	riser	-5.1886899e+03	-3.9018432e+03	-9.4038156e+02
1726           	plate	5.9999846e+03	6.3338105e+03	1.2507526e+03
1726           	riser	-5.1886412e+03	-3.9018520e+03	-9.4038207e+02
1727           	plate	5.9999453e+03	6.3338092e+03	1.2507515e+03
1727           	riser	-5.1885907e+03	-3.9018620e+03	-9.4038256e+02
1728           	plate	5.9999079e+03	6.3338078e+03	1.2507503e+03
1728           	riser	-5.1885385e+03	-3.9018733e+03	-9.4038304e+02
1729           	plate	5.9998724e+03	6.3338064e+03	1.2507492e+03
1729           	riser	-5.1884844e+03	-3.9018858e+03	-9.4038350e+02
1730           	plate	5.9977789e+03	6.3336145e+03	1.2506129e+03
1730           	riser	-5.1889950e+03	-3.9020555e+03	-9.4051029e+02
1731           	plate	5.9977471e+03	6.3336130e+03	1.2506117e+03
1731           	riser	-5.1889375e+03	-3.9020707e+03	-9.4051072e+02
1732           	plate	5.9977171e+03	6.3336114e+03	1.2506106e+03
1732           	riser	-5.1888785e+03	-3.9020873e+03	-9.4051114e+02
1733           	plate	5.9976889e+03	6.3336098e+03	1.2506095e+03
1733           	riser	-5.1888178e+03	-3.9021053e+03	-9.4051155e+02
1734           	plate	5.9976625e+03	6.3336082e+03	1.2506083e+03
1734           	riser	-5.1887555e+03	-3.9021248e+03	-9.4051194e+02
1735           	plate	5.9957693e+03	6.3334141e+03	1.2504723e+03
1735           	riser	-5.1892436e+03	-3.9023032e+03	-9.4064207e+02
1736           	plate	5.9957466e+03	6.3334124e+03	1.2504712e+03
1736           	riser	-5.1891782e+03	-3.9023258e+03	-9.4064243e+02
1737           	plate	5.9957256e+03	6.3334107e+03	1.2504700e+03
1737           	riser	-5.1891113e+03	-3.9023500e+03	-9.4064278e+02
1738           	plate	5.9957063e+03	6.3334089e+03	1.2504689e+03
1738           	riser	-5.1890429e+03	-3.9023759e+03	-9.4064312e+02
1739           	plate	5.9956888e+03	6.3334070e+03	1.2504678e+03
1739           	riser	-5.1889731e+03	-3.9024036e+03	-9.4064344e+02
1740           	plate	5.9940113e+03	6.3332101e+03	1.2503334e+03
1740           	riser	-5.1894335e+03	-3.9025992e+03	-9.4077553e+02
1741           	plate	5.9939971e+03	6.3332082e+03	1.2503322e+03
1741           	riser	-5.1893609e+03	-3.9026304e+03	-9.4077582e+02
1742           	plate	5.9939846e+03	6.3332062e+03	1.2503311e+03
1742           	riser	-5.1892868e+03	-3.9026634e+03	-9.4077610e+02
1743           	plate	5.9939737e+03	6.3332042e+03	1.2503299e+03
1743           	riser	-5.1892113e+03	-3.9026984e+03	-9.4077636e+02
1744           	plate	5.9939644e+03	6.3332022e+03	1.2503288e+03
1744           	riser	-5.1891345e+03	-3.9027352e+03	-9.4077660e+02
1745           	plate	5.9925116e+03	6.3330009e+03	1.2501972e+03
1745           	riser	-5.1895629e+03	-3.9029583e+03	-9.4090943e+02
1746           	plate	5.9925054e+03	6.3329988e+03	1.2501960e+03
1746           	riser	-5.1894835e+03	-3.9029992e+03	-9.4090964e+02
1747           	plate	5.9925007e+03	6.3329966e+03	1.2501948e+03
1747           	riser	-5.1894028e+03	-3.9030421e+03	-9.4090984e+02
1748           	plate	5.9924974e+03	6.3329944e+03	1.2501936e+03
1748           	riser	-5.1893208e+03	-3.9030872e+03	-9.4091003e+02
1749           	plate	5.9924956e+03	6.3329921e+03	1.2501924e+03
1749           	riser	-5.1892377e+03	-3.9031345e+03	-9.4091019e+02
1750           	plate	5.9912699e+03	6.3327844e+03	1.2500646e+03
1750           	riser	-5.1896305e+03	-3.9033965e+03	-9.4104276e+02
1751           	plate	5.9912708e+03	6.3327821e+03	1.2500634e+03
1751           	riser	-5.1895449e+03	-3.9034483e+03	-9.4104288e+02
1752           	plate	5.9912729e+03	6.3327797e+03	1.2500622e+03
1752           	riser	-5.1894581e+03	-3.9035024e+03	-9.4104299e+02
1753           	plate	5.9912763e+03	6.3327772e+03	1.2500609e+03
1753           	riser	-5.1893702e+03	-3.9035588e+03	-9.4104307e+02
1754           	plate	5.9912810e+03	6.3327748e+03	1.2500597e+03
1754           	riser	-5.1892811e+03	-3.9036176e+03	-9.4104313e+02
1755           	plate	5.9902786e+03	6.3325577e+03	1.2499363e+03
1755           	riser	-5.1896361e+03	-3.9039318e+03	-9.4117464e+02
1756           	plate	5.9902855e+03	6.3325551e+03	1.2499350e+03
1756           	riser	-5.1895448e+03	-3.9039956e+03	-9.4117466e+02
1757           	plate	5.9902935e+03	6.3325525e+03	1.2499337e+03
1757           	riser	-5.1894523e+03	-3.9040619e+03	-9.4117466e+02
1758           	plate	5.9903026e+03	6.3325498e+03	1.2499324e+03
1758           	riser	-5.1893588e+03	-3.9041307e+03	-9.4117463e+02
1759           	plate	5.9903127e+03	6.3325470e+03	1.2499311e+03
1759           	riser	-5.1892643e+03	-3.9042022e+03	-9.4117459e+02
1760           	plate	5.9895238e+03	6.3323168e+03	1.2498125e+03
1760           	riser	-5.1895801e+03	-3.9045832e+03	-9.4130448e+02
1761           	plate	5.9895358e+03	6.3323140e+03	1.2498112e+03
1761           	riser	-5.1894835e+03	-3.9046601e+03	-9.4130437e+02
1762           	plate	5.9895486e+03	6.3323111e+03	1.2498099e+03
1762           	riser	-5.1893858e+03	-3.9047396e+03	-9.4130424e+02
1763           	plate	5.9895622e+03	6.3323081e+03	1.2498085e+03
1763           	riser	-5.1892871e+03	-3.9048220e+03	-9.4130407e+02
1764           	plate	5.9895766e+03	6.3323051e+03	1.2498071e+03
1764           	riser	-5.1891875e+03	-3.9049072e+03	-9.4130388e+02
1765           	plate	5.9889865e+03	6.3320572e+03	1.2496935e+03
1765           	riser	-5.1894642e+03	-3.9053711e+03	-9.4143186e+02
1766           	plate	5.9890024e+03	6.3320540e+03	1.2496921e+03
1766           	riser	-5.1893626e+03	-3.9054620e+03	-9.4143160e+02
1767           	plate	5.9890188e+03	6.3320508e+03	1.2496906e+03
1767           	riser	-5.1892600e+03	-3.9055559e+03	-9.4143132e+02
1768           	plate	5.9890359e+03	6.3320475e+03	1.2496892e+03
1768           	riser	-5.1891565e+03	-3.9056527e+03	-9.4143099e+02
1769           	plate	5.9890535e+03	6.3320442e+03	1.2496878e+03
1769           	riser	-5.1890521e+03	-3.9057525e+03	-9.4143063e+02
1770           	plate	5.9886434e+03	6.3317730e+03	1.2495788e+03
1770           	riser	-5.1892907e+03	-3.9063167e+03	-9.4155660e+02
1771           	plate	5.9886620e+03	6.3317695e+03	1.2495774e+03
1771           	riser	-5.1891845e+03	-3.9064226e+03	-9.4155616e+02
1772           	plate	5.9886811e+03	6.3317659e+03	1.2495759e+03
1772           	riser	-5.1890774e+03	-3.9065316e+03	-9.4155568e+02
1773           	plate	5.9887005e+03	6.3317622e+03	1.2495744e+03
1773           	riser	-5.1889694e+03	-3.9066437e+03	-9.4155516e+02
1774           	plate	5.9887203e+03	6.3317585e+03	1.2495729e+03
1774           	riser	-5.1888606e+03	-3.9067589e+03	-9.4155459e+02
1775           	plate	5.9884684e+03	6.3314577e+03	1.2494683e+03
1775           	riser	-5.1890629e+03	-3.9074417e+03	-9.4167872e+02
1776           	plate	5.9884888e+03	6.3314538e+03	1.2494668e+03
1776           	riser	-5.1889524e+03	-3.9075633e+03	-9.4167806e+02
1777           	plate	5.9885094e+03	6.3314497e+03	1.2494652e+03
1777           	riser	-5.1888411e+03	-3.9076881e+03	-9.4167735e+02
1778           	plate	5.9885302e+03	6.3314456e+03	1.2494636e+03
1778           	riser	-5.1887290e+03	-3.9078161e+03	-9.4167660e+02
1779           	plate	5.9885512e+03	6.3314414e+03	1.2494620e+03
1779           	riser	-5.1886161e+03	-3.9079473e+03	-9.4167578e+02
1780           	plate	5.9884333e+03	6.3311036e+03	1.2493611e+03
1780           	riser	-5.1887896e+03	-3.9087682e+03	-9.4179847e+02
1781           	plate	5.9884545e+03	6.3310992e+03	1.2493595e+03
1781           	riser	-5.1886793e+03	-3.9089059e+03	-9.4179754e+02
1782           	plate	5.9884758e+03	6.3310946e+03	1.2493579e+03
1782           	riser	-5.1885682e+03	-3.9090469e+03	-9.4179656e+02
1783           	plate	5.9884971e+03	6.3310900e+03	1.2493562e+03
1783           	riser	-5.1884563e+03	-3.9091912e+03	-9.4179552e+02
1784           	plate	5.9885184e+03	6.3310853e+03	1.2493545e+03
1784           	riser	-5.1883436e+03	-3.9093388e+03	-9.4179442e+02
1785           	plate	5.9885094e+03	6.3307021e+03	1.2492564e+03
1785           	riser	-5.1884885e+03	-3.9103174e+03	-9.4191634e+02
1786           	plate	5.9885307e+03	6.3306971e+03	1.2492547e+03
1786           	riser	-5.1883743e+03	-3.9104715e+03	-9.4191511e+02
1787           	plate	5.9885518e+03	6.3306920e+03	1.2492530e+03
1787           	riser	-5.1882593e+03	-3.9106289e+03	-9.4191381e+02
1788           	plate	5.9885729e+03	6.3306867e+03	1.2492512e+03
1788           	riser	-5.1881436e+03	-3.9107895e+03	-9.4191244e+02
1789           	plate	5.9885938e+03	6.3306814e+03	1.2492495e+03
1789           	riser	-5.1880272e+03	-3.9109533e+03	-9.4191100e+02
1790           	plate	5.9886687e+03	6.3302437e+03	1.2491530e+03
1790           	riser	-5.1881484e+03	-3.9121098e+03	-9.4203299e+02
1791           	plate	5.9886893e+03	6.3302381e+03	1.2491512e+03
1791           	riser	-5.1880326e+03	-3.9122800e+03	-9.4203139e+02
1792           	plate	5.9887097e+03	6.3302323e+03	1.2491494e+03
1792           	riser	-5.1879178e+03	-3.9124534e+03	-9.4202972e+02
1793           	plate	5.9887299e+03	6.3302264e+03	1.2491475e+03
1793           	riser	-5.1878022e+03	-3.9126299e+03	-9.4202797e+02
1794           	plate	5.9887499e+03	6.3302203e+03	1.2491457e+03
1794           	riser	-5.1876860e+03	-3.9128096e+03	-9.4202614e+02
1795           	plate	5.9888844e+03	6.3297183e+03	1.2490495e+03
1795           	riser	-5.1877930e+03	-3.9141634e+03	-9.4214927e+02
1796           	plate	5.9889039e+03	6.3297119e+03	1.2490476e+03
1796           	riser	-5.1876754e+03	-3.9143491e+03	-9.4214727e+02
1797           	plate	5.9889231e+03	6.3297054e+03	1.2490457e+03
1797           	riser	-5.1875570e+03	-3.9145377e+03	-9.4214517e+02
1798           	plate	5.9889420e+03	6.3296986e+03	1.2490438e+03
1798           	riser	-5.1874381e+03	-3.9147292e+03	-9.4214298e+02
1799           	plate	5.9889606e+03	6.3296916e+03	1.2490419e+03
1799           	riser	-5.1873185e+03	-3.9149236e+03	-9.4214069e+02
1800           	plate	5.9891322e+03	6.3291148e+03	1.2489446e+03
1800           	riser	-5.1874141e+03	-3.9164934e+03	-9.4226612e+02
1801           	plate	5.9891501e+03	6.3291075e+03	1.2489426e+03
1801           	riser	-5.1872932e+03	-3.9166933e+03	-9.4226363e+02
1802           	plate	5.9891677e+03	6.3291000e+03	1.2489406e+03
1802           	riser	-5.1871718e+03	-3.9168957e+03	-9.4226104e+02
1803           	plate	5.9891850e+03	6.3290922e+03	1.2489387e+03
1803           	riser	-5.1870497e+03	-3.9171006e+03	-9.4225835e+02
1804           	plate	5.9892019e+03	6.3290842e+03	1.2489367e+03
1804           	riser	-5.1869289e+03	-3.9173079e+03	-9.4225556e+02
1805           	plate	5.9893903e+03	6.3284216e+03	1.2488366e+03
1805           	riser	-5.1870232e+03	-3.9191105e+03	-9.4238462e+02
1806           	plate	5.9894065e+03	6.3284131e+03	1.2488346e+03
1806           	riser	-5.1869025e+03	-3.9193224e+03	-9.4238161e+02
1807           	plate	5.9894223e+03	6.3284044e+03	1.2488325e+03
1807           	riser	-5.1867812e+03	-3.9195365e+03	-9.4237849e+02
1808           	plate	5.9894378e+03	6.3283955e+03	1.2488305e+03
1808           	riser	-5.1866593e+03	-3.9197526e+03	-9.4237526e+02
1809           	plate	5.9894529e+03	6.3283863e+03	1.2488284e+03
1809           	riser	-5.1865368e+03	-3.9199706e+03	-9.4237192e+02
1810           	plate	5.9896401e+03	6.3276267e+03	1.2487240e+03
1810           	riser	-5.1866338e+03	-3.9220199e+03	-9.4250601e+02
1811           	plate	5.9896545e+03	6.3276169e+03	1.2487219e+03
1811           	riser	-5.1865103e+03	-3.9222412e+03	-9.4250245e+02
1812           	plate	5.9896684e+03	6.3276069e+03	1.2487198e+03
1812           	riser	-5.1863862e+03	-3.9224638e+03	-9.4249876e+02
1813           	plate	5.9896820e+03	6.3275965e+03	1.2487177e+03
1813           	riser	-5.1862616e+03	-3.9226875e+03	-9.4249494e+02
1814           	plate	5.9896953e+03	6.3275859e+03	1.2487155e+03
1814           	riser	-5.1861366e+03	-3.9229124e+03	-9.4249100e+02
1815           	plate	5.9898661e+03	6.3267177e+03	1.2486052e+03
1815           	riser	-5.1862439e+03	-3.9252193e+03	-9.4263152e+02
1816           	plate	5.9898786e+03	6.3267065e+03	1.2486030e+03
1816           	riser	-5.1861179e+03	-3.9254460e+03	-9.4262732e+02
1817           	plate	5.9898907e+03	6.3266950e+03	1.2486008e+03
