t_h,T_plate_C,T_heater_C,mdot_kgs,T_gas_out_C
1.569984704082833389e+02,3.060529549890234193e+02,4.010219987321913777e+02,5.124948400412748795e-01,9.369509537668312760e+01
1.570184727615013571e+02,3.060467451420690850e+02,4.010151947596156106e+02,5.124908625838028309e-01,9.369282180221864564e+01
1.570384751147193754e+02,3.060405344252479836e+02,4.010083904716625511e+02,5.124868845691739061e-01,9.369054790927498289e+01
1.570584774679373936e+02,3.060343228653463257e+02,4.010015858874043033e+02,5.124829060145451587e-01,9.368827370765922069e+01
1.570784798211554403e+02,3.060281104887674246e+02,4.009947810256389857e+02,5.124789269368279498e-01,9.368599920703826456e+01
1.570984821743734585e+02,3.060218973215371534e+02,4.009879759048951655e+02,5.124749473526920562e-01,9.368372441694083363e+01
1.571184845275914768e+02,3.060156833893091743e+02,4.009811705434353826e+02,5.124709672785690007e-01,9.368144934675927971e+01
1.571384868808094950e+02,3.060094687173703960e+02,4.009743649592600150e+02,5.124669867306550497e-01,9.367917400575180409e+01
1.571584892340275417e+02,3.060032533306460891e+02,4.009675591701108033e+02,5.124630057249153214e-01,9.367689840304416293e+01
1.571784915872455599e+02,3.059970372537047751e+02,4.009607531934748295e+02,5.124590242770857840e-01,9.367462254763142937e+01
1.571984939404635782e+02,3.059908205107635695e+02,4.009539470465877002e+02,5.124550424026780293e-01,9.367234644838015356e+01
1.572184962936815964e+02,3.059846031256930701e+02,4.009471407464374124e+02,5.124510601169812718e-01,9.367007011402984062e+01
1.572384986468996431e+02,3.059783851220221322e+02,4.009403343097678771e+02,5.124470774350657898e-01,9.366779355319505385e+01
1.572585010001176613e+02,3.059721665229428709e+02,4.009335277530821031e+02,5.124430943717864784e-01,9.366551677436689261e+01
1.572785033533356795e+02,3.059659473513153216e+02,4.009267210926459484e+02,5.124391109417854029e-01,9.366323978591503874e+01
1.572985057065537262e+02,3.059597276296721020e+02,4.009199143444910760e+02,5.124351271594947965e-01,9.366096259608923447e+01
1.573185080597717445e+02,3.059535073802231864e+02,4.009131075244187059e+02,5.124311430391402800e-01,9.365868521302104455e+01
1.573385104129897627e+02,3.059472866248603395e+02,4.009063006480025706e+02,5.124271585947437480e-01,9.365640764472556157e+01
1.573585127662077809e+02,3.059410653851617781e+02,4.008994937305920985e+02,5.124231738401263669e-01,9.365412989910316810e+01
1.573785151194258276e+02,3.059348436823962629e+02,4.008926867873158244e+02,5.124191887889107955e-01,9.365185198394073041e+01
1.573985174726438458e+02,3.059286215375278744e+02,4.008858798330842319e+02,5.124152034545247369e-01,9.364957390691387218e+01
1.574185198258618641e+02,3.059223989712202183e+02,4.008790728825932774e+02,5.124112178502033821e-01,9.364729567558788403e+01
1.574385221790798823e+02,3.059161760038404054e+02,4.008722659503268915e+02,5.124072319889920735e-01,9.364501729741976987e+01
1.574585245322979290e+02,3.059099526554634849e+02,4.008654590505602755e+02,5.124032458837489701e-01,9.364273877975944060e+01
1.574785268855159472e+02,3.059037289458767646e+02,4.008586521973627441e+02,5.123992595471480449e-01,9.364046012985147627e+01
1.574985292387339655e+02,3.058975048945833350e+02,4.008518454046009083e+02,5.123952729916813054e-01,9.363818135483649030e+01
1.575185315919519837e+02,3.058912805208066175e+02,4.008450386859411765e+02,5.123912862296613469e-01,9.363590246175260745e+01
1.575385339451700304e+02,3.058850558434941149e+02,4.008382320548527105e+02,5.123872992732241283e-01,9.363362345753694171e+01
1.575585362983880486e+02,3.058788308813211643e+02,4.008314255246102675e+02,5.123833121343316366e-01,9.363134434902701742e+01
1.575785386516060669e+02,3.058726056526950288e+02,4.008246191082970427e+02,5.123793248247736631e-01,9.362906514296219029e+01
1.575985410048240851e+02,3.058663801757585361e+02,4.008178128188070559e+02,5.123753373561709124e-01,9.362678584598495490e+01
1.576185433580421318e+02,3.058601544683940574e+02,4.008110066688482220e+02,5.123713497399771111e-01,9.362450646464247939e+01
1.576385457112601500e+02,3.058539285482268042e+02,4.008042006709446241e+02,5.123673619874813401e-01,9.362222700538779918e+01
1.576585480644781683e+02,3.058477024326286937e+02,4.007973948374394695e+02,5.123633741098106986e-01,9.361994747458112442e+01
1.576785504176961865e+02,3.058414761387219869e+02,4.007905891804972498e+02,5.123593861179317477e-01,9.361766787849143157e+01
1.576985527709142332e+02,3.058352496833826990e+02,4.007837837121066968e+02,5.123553980226540627e-01,9.361538822329737286e+01
1.577185551241322514e+02,3.058290230832441239e+02,4.007769784440828289e+02,5.123514098346312329e-01,9.361310851508881115e+01
1.577385574773502697e+02,3.058227963547002446e+02,4.007701733880697930e+02,5.123474215643637475e-01,9.361082875986795671e+01
1.577585598305683163e+02,3.058165695139092577e+02,4.007633685555431384e+02,5.123434332222009946e-01,9.360854896355078836e+01
1.577785621837863346e+02,3.058103425767966428e+02,4.007565639578120908e+02,5.123394448183435923e-01,9.360626913196790611e+01
1.577985645370043528e+02,3.058041155590586868e+02,4.007497596060219394e+02,5.123354563628449432e-01,9.360398927086612275e+01
1.578185668902223711e+02,3.057978884761656673e+02,4.007429555111565378e+02,5.123314678656138987e-01,9.360170938590954393e+01
1.578385692434404177e+02,3.057916613433649218e+02,4.007361516840404647e+02,5.123274793364166468e-01,9.359942948268053442e+01
1.578585715966584360e+02,3.057854341756841450e+02,4.007293481353410698e+02,5.123234907848783770e-01,9.359714956668113928e+01
1.578785739498764542e+02,3.057792069879345718e+02,4.007225448755712023e+02,5.123195022204859450e-01,9.359486964333405012e+01
1.578985763030944725e+02,3.057729797947137058e+02,4.007157419150909163e+02,5.123155136525889830e-01,9.359258971798374205e+01
1.579185786563125191e+02,3.057667526104087301e+02,4.007089392641097447e+02,5.123115250904027862e-01,9.359030979589783783e+01
1.579385810095305374e+02,3.057605254491993492e+02,4.007021369326890863e+02,5.123075365430095340e-01,9.358802988226773323e+01
1.579585833627485556e+02,3.057542983250605175e+02,4.006953349307440249e+02,5.123035480193602886e-01,9.358574998221001806e+01
1.579785857159665738e+02,3.057480712517656229e+02,4.006885332680453757e+02,5.122995595282769932e-01,9.358347010076755623e+01
1.579985880691846205e+02,3.057418442428891012e+02,4.006817319542220730e+02,5.122955710784541372e-01,9.358119024291016785e+01
1.580185904224026388e+02,3.057356173118095057e+02,4.006749309987626475e+02,5.122915826784608662e-01,9.357891041353616401e+01
1.580385927756206570e+02,3.057293904717120085e+02,4.006681304110177280e+02,5.122875943367424245e-01,9.357663061747285838e+01
1.580585951288386752e+02,3.057231637355914700e+02,4.006613302002017463e+02,5.122836060616219322e-01,9.357435085947798825e+01
1.580785974820567219e+02,3.057169371162547122e+02,4.006545303753947564e+02,5.122796178613024942e-01,9.357207114424051042e+01
1.580985998352747401e+02,3.057107106263235892e+02,4.006477309455444811e+02,5.122756297438684214e-01,9.356979147638156746e+01
1.581186021884927584e+02,3.057044842782371461e+02,4.006409319194683576e+02,5.122716417172870074e-01,9.356751186045534041e+01
1.581386045417107766e+02,3.056982580842548032e+02,4.006341333058550163e+02,5.122676537894105264e-01,9.356523230095035615e+01
1.581586068949288233e+02,3.056920320564582880e+02,4.006273351132662128e+02,5.122636659679774551e-01,9.356295280228999900e+01
1.581786092481468415e+02,3.056858062067545916e+02,4.006205373501388749e+02,5.122596782606142485e-01,9.356067336883370444e+01
1.581986116013648598e+02,3.056795805468781282e+02,4.006137400247865799e+02,5.122556906748368943e-01,9.355839400487775492e+01
1.582186139545829064e+02,3.056733550883934640e+02,4.006069431454014875e+02,5.122517032180526897e-01,9.355611471465618934e+01
1.582386163078009247e+02,3.056671298426975909e+02,4.006001467200558182e+02,5.122477158975613509e-01,9.355383550234165568e+01
1.582586186610189429e+02,3.056609048210220863e+02,4.005933507567037850e+02,5.122437287205570122e-01,9.355155637204643426e+01
1.582786210142369612e+02,3.056546800344358417e+02,4.005865552631831861e+02,5.122397416941291137e-01,9.354927732782306293e+01
1.582986233674550078e+02,3.056484554938471092e+02,4.005797602472171093e+02,5.122357548252647330e-01,9.354699837366524662e+01
1.583186257206730261e+02,3.056422312100058889e+02,4.005729657164152968e+02,5.122317681208491402e-01,9.354471951350893733e+01
1.583386280738910443e+02,3.056360071935059750e+02,4.005661716782761914e+02,5.122277815876679075e-01,9.354244075123267521e+01
1.583586304271090626e+02,3.056297834547874572e+02,4.005593781401880733e+02,5.122237952324077970e-01,9.354016209065889598e+01
1.583786327803271092e+02,3.056235600041386533e+02,4.005525851094308791e+02,5.122198090616587596e-01,9.353788353555432877e+01
1.583986351335451275e+02,3.056173368516983828e+02,4.005457925931776799e+02,5.122158230819147118e-01,9.353560508963113307e+01
1.584186374867631457e+02,3.056111140074581272e+02,4.005390005984961590e+02,5.122118372995753122e-01,9.353332675654735340e+01
1.584386398399811640e+02,3.056048914812639623e+02,4.005322091323500899e+02,5.122078517209469606e-01,9.353104853990788570e+01
1.584586421931992106e+02,3.055986692828186051e+02,4.005254182016008144e+02,5.122038663522444635e-01,9.352877044326521627e+01
1.584786445464172289e+02,3.055924474216836870e+02,4.005186278130089477e+02,5.121998811995919221e-01,9.352649247011993339e+01
1.584986468996352471e+02,3.055862259072815732e+02,4.005118379732352878e+02,5.121958962690246198e-01,9.352421462392192097e+01
1.585186492528532654e+02,3.055800047488971813e+02,4.005050486888426349e+02,5.121919115664895772e-01,9.352193690807058601e+01
1.585386516060713120e+02,3.055737839556802555e+02,4.004982599662970415e+02,5.121879270978473286e-01,9.351965932591582487e+01
1.585586539592893303e+02,3.055675635366470715e+02,4.004914718119691770e+02,5.121839428688726992e-01,9.351738188075876224e+01
1.585786563125073485e+02,3.055613435006823693e+02,4.004846842321358054e+02,5.121799588852565810e-01,9.351510457585226277e+01
1.585986586657253667e+02,3.055551238565411722e+02,4.004778972329808084e+02,5.121759751526065996e-01,9.351282741440178370e+01
1.586186610189434134e+02,3.055489046128507198e+02,4.004711108205968912e+02,5.121719916764486680e-01,9.351055039956600012e+01
1.586386633721614317e+02,3.055426857781122862e+02,4.004643250009866051e+02,5.121680084622277640e-01,9.350827353445737344e+01
1.586586657253794499e+02,3.055364673607027726e+02,4.004575397800635983e+02,5.121640255153093735e-01,9.350599682214289032e+01
1.586786680785974681e+02,3.055302493688766390e+02,4.004507551636540938e+02,5.121600428409806005e-01,9.350372026564474481e+01
1.586986704318155148e+02,3.055240318107676103e+02,4.004439711574980265e+02,5.121560604444512776e-01,9.350144386794090678e+01
1.587186727850335330e+02,3.055178146943903812e+02,4.004371877672501796e+02,5.121520783308546321e-01,9.349916763196563352e+01
1.587386751382515513e+02,3.055115980276422079e+02,4.004304049984814355e+02,5.121480965052491729e-01,9.349689156061043604e+01
1.587586774914695980e+02,3.055053818183047269e+02,4.004236228566799127e+02,5.121441149726189135e-01,9.349461565672430652e+01
1.587786798446876162e+02,3.054991660740454336e+02,4.004168413472524435e+02,5.121401337378749252e-01,9.349233992311451402e+01
1.587986821979056344e+02,3.054929508024195002e+02,4.004100604755252562e+02,5.121361528058565593e-01,9.349006436254711616e+01
1.588186845511236527e+02,3.054867360108711409e+02,4.004032802467454530e+02,5.121321721813317795e-01,9.348778897774769803e+01
1.588386869043416993e+02,3.054805217067353169e+02,4.003965006660820336e+02,5.121281918689987167e-01,9.348551377140177010e+01
1.588586892575597176e+02,3.054743078972393278e+02,4.003897217386269176e+02,5.121242118734864457e-01,9.348323874615539353e+01
1.588786916107777358e+02,3.054680945895040622e+02,4.003829434693961957e+02,5.121202321993559847e-01,9.348096390461569172e+01
1.588986939639957541e+02,3.054618817905457036e+02,4.003761658633310390e+02,5.121162528511012946e-01,9.347868924935141877e+01
1.589186963172138007e+02,3.054556695072774346e+02,4.003693889252989493e+02,5.121122738331502777e-01,9.347641478289375527e+01
1.589386986704318190e+02,3.054494577465105749e+02,4.003626126600944417e+02,5.121082951498656666e-01,9.347414050773642202e+01
1.589587010236498372e+02,3.054432465149559448e+02,4.003558370724406359e+02,5.121043168055458006e-01,9.347186642633641895e+01
1.589787033768678555e+02,3.054370358192256845e+02,4.003490621669897109e+02,5.121003388044258475e-01,9.346959254111459359e+01
1.589987057300859021e+02,3.054308256658342771e+02,4.003422879483242696e+02,5.120963611506783586e-01,9.346731885445609578e+01
1.590187080833039204e+02,3.054246160612000267e+02,4.003355144209582477e+02,5.120923838484141566e-01,9.346504536871083246e+01
1.590387104365219386e+02,3.054184070116466501e+02,4.003287415893377101e+02,5.120884069016838902e-01,9.346277208619397925e+01
1.590587127897399569e+02,3.054121985234044132e+02,4.003219694578421013e+02,5.120844303144779230e-01,9.346049900918671938e+01
1.590787151429580035e+02,3.054059906026112685e+02,4.003151980307849271e+02,5.120804540907276659e-01,9.345822613993618688e+01
1.590987174961760218e+02,3.053997832553145599e+02,4.003084273124148922e+02,5.120764782343065757e-01,9.345595348065654662e+01
1.591187198493940400e+02,3.053935764874721599e+02,4.003016573069165815e+02,5.120725027490307113e-01,9.345368103352905109e+01
1.591387222026120583e+02,3.053873703049534925e+02,4.002948880184115978e+02,5.120685276386595097e-01,9.345140880070266576e+01
1.591587245558301049e+02,3.053811647135410112e+02,4.002881194509593570e+02,5.120645529068965640e-01,9.344913678429446691e+01
1.591787269090481232e+02,3.053749597189315637e+02,4.002813516085579977e+02,5.120605785573907331e-01,9.344686498639021011e+01
1.591987292622661414e+02,3.053687553267373005e+02,4.002745844951451772e+02,5.120566045937368083e-01,9.344459340904472811e+01
1.592187316154841881e+02,3.053625515424870400e+02,4.002678181145990948e+02,5.120526310194759567e-01,9.344232205428210136e+01
1.592387339687022063e+02,3.053563483716275186e+02,4.002610524707389459e+02,5.120486578380969434e-01,9.344005092409662439e+01
1.592587363219202246e+02,3.053501458195243004e+02,4.002542875673264007e+02,5.120446850530362415e-01,9.343778002045274889e+01
1.592787386751382428e+02,3.053439438914632547e+02,4.002475234080657174e+02,5.120407126676796983e-01,9.343550934528570906e+01
1.592987410283562895e+02,3.053377425926513524e+02,4.002407599966051066e+02,5.120367406853623127e-01,9.343323890050197633e+01
1.593187433815743077e+02,3.053315419282180301e+02,4.002339973365371861e+02,5.120327691093695677e-01,9.343096868797942989e+01
1.593387457347923259e+02,3.053253419032162128e+02,4.002272354313998903e+02,5.120287979429379854e-01,9.342869870956820932e+01
1.593587480880103442e+02,3.053191425226233378e+02,4.002204742846772660e+02,5.120248271892554603e-01,9.342642896709060096e+01
1.593787504412283909e+02,3.053129437913423772e+02,4.002137138998002683e+02,5.120208568514624803e-01,9.342415946234171997e+01
1.593987527944464091e+02,3.053067457142032026e+02,4.002069542801473290e+02,5.120168869326527927e-01,9.342189019708990827e+01
1.594187551476644273e+02,3.053005482959632673e+02,4.002001954290452659e+02,5.120129174358732937e-01,9.341962117307696190e+01
1.594387575008824456e+02,3.052943515413088562e+02,4.001934373497700790e+02,5.120089483641256933e-01,9.341735239201864260e+01
1.594587598541004922e+02,3.052881554548558825e+02,4.001866800455474049e+02,5.120049797203666264e-01,9.341508385560496208e+01
1.594787622073185105e+02,3.052819600411510237e+02,4.001799235195534266e+02,5.120010115075082080e-01,9.341281556550052301e+01
1.594987645605365287e+02,3.052757653046727455e+02,4.001731677749156688e+02,5.119970437284189213e-01,9.341054752334508748e+01
1.595187669137545470e+02,3.052695712498322109e+02,4.001664128147134534e+02,5.119930763859240619e-01,9.340827973075363388e+01
1.595387692669725936e+02,3.052633778809743035e+02,4.001596586419786945e+02,5.119891094828067368e-01,9.340601218931692529e+01
1.595587716201906119e+02,3.052571852023783094e+02,4.001529052596964675e+02,5.119851430218077537e-01,9.340374490060173684e+01
1.595787739734086301e+02,3.052509932182590546e+02,4.001461526708059182e+02,5.119811770056267308e-01,9.340147786615114001e+01
1.595987763266266484e+02,3.052448019327679276e+02,4.001394008782007177e+02,5.119772114369227634e-01,9.339921108748518463e+01
1.596187786798446950e+02,3.052386113499935618e+02,4.001326498847297444e+02,5.119732463183145343e-01,9.339694456610072848e+01
1.596387810330627133e+02,3.052324214739627450e+02,4.001258996931976526e+02,5.119692816523814249e-01,9.339467830347211930e+01
1.596587833862807315e+02,3.052262323086414426e+02,4.001191503063656683e+02,5.119653174416634034e-01,9.339241230105136538e+01
1.596787857394987782e+02,3.052200438579355932e+02,4.001124017269519300e+02,5.119613536886624683e-01,9.339014656026847661e+01
1.596987880927167964e+02,3.052138561256919047e+02,4.001056539576325122e+02,5.119573903958423156e-01,9.338788108253191922e+01
1.597187904459348147e+02,3.052076691156986499e+02,4.000989070010416526e+02,5.119534275656294486e-01,9.338561586922867264e+01
1.597387927991528329e+02,3.052014828316866897e+02,4.000921608597725481e+02,5.119494652004136226e-01,9.338335092172462737e+01
1.597587951523708796e+02,3.051952972773300417e+02,4.000854155363778091e+02,5.119455033025478441e-01,9.338108624136492608e+01
1.597787975055888978e+02,3.051891124562469031e+02,4.000786710333700285e+02,5.119415418743497037e-01,9.337882182947436149e+01
1.597987998588069161e+02,3.051829283720002195e+02,4.000719273532225770e+02,5.119375809181013759e-01,9.337655768735731954e+01
1.598188022120249343e+02,3.051767450280988214e+02,4.000651844983698311e+02,5.119336204360501741e-01,9.337429381629851832e+01
1.598388045652429810e+02,3.051705624279977656e+02,4.000584424712079681e+02,5.119296604304092169e-01,9.337203021756295129e+01
1.598588069184609992e+02,3.051643805750994716e+02,4.000517012740954215e+02,5.119257009033576500e-01,9.336976689239628513e+01
1.598788092716790175e+02,3.051581994727540632e+02,4.000449609093534491e+02,5.119217418570413125e-01,9.336750384202508712e+01
1.598988116248970357e+02,3.051520191242606188e+02,4.000382213792665880e+02,5.119177832935731809e-01,9.336524106765727993e+01
1.599188139781150824e+02,3.051458395328672850e+02,4.000314826860831090e+02,5.119138252150339241e-01,9.336297857048202786e+01
1.599388163313331006e+02,3.051396607017726410e+02,4.000247448320159265e+02,5.119098676234722367e-01,9.336071635167041904e+01
1.599588186845511188e+02,3.051334826341259259e+02,4.000180078192425981e+02,5.119059105209050609e-01,9.335845441237552222e+01
1.599788210377691371e+02,3.051273053330278344e+02,4.000112716499061207e+02,5.119019539093185855e-01,9.335619275373244363e+01
1.599988233909871838e+02,3.051211288015314267e+02,4.000045363261152715e+02,5.118979977906681356e-01,9.335393137685912279e+01
1.600188257442052020e+02,3.051149530426425827e+02,3.999978018499451764e+02,5.118940421668791707e-01,9.335167028285604829e+01
1.600388280974232202e+02,3.051087780593206844e+02,3.999910682234378783e+02,5.118900870398471747e-01,9.334940947280665569e+01
1.600588304506412385e+02,3.051026038544794119e+02,3.999843354486026783e+02,5.118861324114383216e-01,9.334714894777778227e+01
1.600788328038592851e+02,3.050964304309873114e+02,3.999776035274164769e+02,5.118821782834899192e-01,9.334488870881966704e+01
1.600988351570773034e+02,3.050902577916683640e+02,3.999708724618245697e+02,5.118782246578108541e-01,9.334262875696623496e+01
1.601188375102953216e+02,3.050840859393025539e+02,3.999641422537407607e+02,5.118742715361817019e-01,9.334036909323526743e+01
1.601388398635133683e+02,3.050779148766268918e+02,3.999574129050480451e+02,5.118703189203553938e-01,9.333810971862885708e+01
1.601588422167313865e+02,3.050717446063356419e+02,3.999506844175989499e+02,5.118663668120578825e-01,9.333585063413346461e+01
1.601788445699494048e+02,3.050655751310808910e+02,3.999439567932159889e+02,5.118624152129875871e-01,9.333359184072008929e+01
1.601988469231674230e+02,3.050594064534735708e+02,3.999372300336920034e+02,5.118584641248170586e-01,9.333133333934461007e+01
1.602188492763854697e+02,3.050532385760834586e+02,3.999305041407906174e+02,5.118545135491920917e-01,9.332907513094795604e+01
1.602388516296034879e+02,3.050470715014403140e+02,3.999237791162468056e+02,5.118505634877331678e-01,9.332681721645627704e+01
1.602588539828215062e+02,3.050409052320339924e+02,3.999170549617671213e+02,5.118466139420349004e-01,9.332455959678117097e+01
1.602788563360395244e+02,3.050347397703154684e+02,3.999103316790301506e+02,5.118426649136672557e-01,9.332230227282002488e+01
1.602988586892575711e+02,3.050285751186968355e+02,3.999036092696869673e+02,5.118387164041752202e-01,9.332004524545595814e+01
1.603188610424755893e+02,3.050224112795523297e+02,3.998968877353613607e+02,5.118347684150794663e-01,9.331778851555822030e+01
1.603388633956936076e+02,3.050162482552187839e+02,3.998901670776505171e+02,5.118308209478766857e-01,9.331553208398236166e+01
1.603588657489116258e+02,3.050100860479958556e+02,3.998834472981250201e+02,5.118268740040399223e-01,9.331327595157040378e+01
1.603788681021296725e+02,3.050039246601468221e+02,3.998767283983295329e+02,5.118229275850189053e-01,9.331102011915095318e+01
1.603988704553476907e+02,3.049977640938990362e+02,3.998700103797831389e+02,5.118189816922400492e-01,9.330876458753948555e+01
1.604188728085657090e+02,3.049916043514446073e+02,3.998632932439794558e+02,5.118150363271075642e-01,9.330650935753862996e+01
1.604388751617837272e+02,3.049854454349405160e+02,3.998565769923872040e+02,5.118110914910030118e-01,9.330425442993805518e+01
1.604588775150017739e+02,3.049792873465094090e+02,3.998498616264505472e+02,5.118071471852858600e-01,9.330199980551492445e+01
1.604788798682197921e+02,3.049731300882400546e+02,3.998431471475895478e+02,5.118032034112941497e-01,9.329974548503400911e+01
1.604988822214378104e+02,3.049669736621876837e+02,3.998364335572000527e+02,5.117992601703441613e-01,9.329749146924774550e+01
1.605188845746558286e+02,3.049608180703746712e+02,3.998297208566547170e+02,5.117953174637313030e-01,9.329523775889657600e+01
1.605388869278738753e+02,3.049546633147907642e+02,3.998230090473027758e+02,5.117913752927298887e-01,9.329298435470906270e+01
1.605588892810918935e+02,3.049485093973936500e+02,3.998162981304704999e+02,5.117874336585940265e-01,9.329073125740188743e+01
1.605788916343099118e+02,3.049423563201095249e+02,3.998095881074618774e+02,5.117834925625572851e-01,9.328847846768030649e+01
1.605988939875279584e+02,3.049362040848335482e+02,3.998028789795583862e+02,5.117795520058336933e-01,9.328622598623820750e+01
1.606188963407459767e+02,3.049300526934299569e+02,3.997961707480196765e+02,5.117756119896171851e-01,9.328397381375805253e+01
1.606388986939639949e+02,3.049239021477327469e+02,3.997894634140837979e+02,5.117716725150824875e-01,9.328172195091138974e+01
1.606589010471820131e+02,3.049177524495462421e+02,3.997827569789675408e+02,5.117677335833853425e-01,9.327947039835879650e+01
1.606789034004000598e+02,3.049116036006452077e+02,3.997760514438665496e+02,5.117637951956623965e-01,9.327721915675010678e+01
1.606989057536180781e+02,3.049054556027755325e+02,3.997693468099558913e+02,5.117598573530319772e-01,9.327496822672441112e+01
1.607189081068360963e+02,3.048993084576543424e+02,3.997626430783901696e+02,5.117559200565938715e-01,9.327271760891051144e+01
1.607389104600541145e+02,3.048931621669707965e+02,3.997559402503038655e+02,5.117519833074299918e-01,9.327046730392675045e+01
1.607589128132721612e+02,3.048870167323862006e+02,3.997492383268116782e+02,5.117480471066044867e-01,9.326821731238146640e+01
1.607789151664901794e+02,3.048808721555344619e+02,3.997425373090086396e+02,5.117441114551638526e-01,9.326596763487282260e+01
1.607989175197081977e+02,3.048747284380224301e+02,3.997358371979705680e+02,5.117401763541372661e-01,9.326371827198914843e+01
1.608189198729262159e+02,3.048685855814304659e+02,3.997291379947542964e+02,5.117362418045370287e-01,9.326146922430905306e+01
1.608389222261442626e+02,3.048624435873126686e+02,3.997224397003978993e+02,5.117323078073585663e-01,9.325922049240148226e+01
1.608589245793622808e+02,3.048563024571972164e+02,3.997157423159209202e+02,5.117283743635805404e-01,9.325697207682594581e+01
1.608789269325802991e+02,3.048501621925868221e+02,3.997090458423248265e+02,5.117244414741655145e-01,9.325472397813268799e+01
1.608989292857983173e+02,3.048440227949590735e+02,3.997023502805931230e+02,5.117205091400599537e-01,9.325247619686263079e+01
1.609189316390163640e+02,3.048378842657667747e+02,3.996956556316914657e+02,5.117165773621944469e-01,9.325022873354765807e+01
1.609389339922343822e+02,3.048317466064382870e+02,3.996889618965683439e+02,5.117126461414837069e-01,9.324798158871084297e+01
1.609589363454524005e+02,3.048256098183779841e+02,3.996822690761547392e+02,5.117087154788273473e-01,9.324573476286622054e+01
1.609789386986704187e+02,3.048194739029664788e+02,3.996755771713649210e+02,5.117047853751095499e-01,9.324348825651935613e+01
1.609989410518884654e+02,3.048133388615608510e+02,3.996688861830964470e+02,5.117008558311997302e-01,9.324124207016711807e+01
1.610189434051064836e+02,3.048072046954953294e+02,3.996621961122302764e+02,5.116969268479523159e-01,9.323899620429790502e+01
1.610389457583245019e+02,3.048010714060811779e+02,3.996555069596312251e+02,5.116929984262073017e-01,9.323675065939193018e+01
1.610589481115425485e+02,3.047949389946074916e+02,3.996488187261480789e+02,5.116890705667902495e-01,9.323450543592105078e+01
1.610789504647605668e+02,3.047888074623410830e+02,3.996421314126138213e+02,5.116851432705125102e-01,9.323226053434910909e+01
1.610989528179785850e+02,3.047826768105270503e+02,3.996354450198458608e+02,5.116812165381717792e-01,9.323001595513198936e+01
1.611189551711966033e+02,3.047765470403890049e+02,3.996287595486464852e+02,5.116772903705517628e-01,9.322777169871773140e+01
1.611389575244146499e+02,3.047704181531294125e+02,3.996220749998026349e+02,5.116733647684224007e-01,9.322552776554647380e+01
1.611589598776326682e+02,3.047642901499299342e+02,3.996153913740863572e+02,5.116694397325408650e-01,9.322328415605090868e+01
1.611789622308506864e+02,3.047581630319514261e+02,3.996087086722552613e+02,5.116655152636505610e-01,9.322104087065605427e+01
1.611989645840687047e+02,3.047520368003347357e+02,3.996020268950521768e+02,5.116615913624821266e-01,9.321879790977959601e+01
1.612189669372867513e+02,3.047459114562005880e+02,3.995953460432058364e+02,5.116576680297535429e-01,9.321655527383188655e+01
1.612389692905047696e+02,3.047397870006500398e+02,3.995886661174308756e+02,5.116537452661699126e-01,9.321431296321600257e+01
1.612589716437227878e+02,3.047336634347647077e+02,3.995819871184281737e+02,5.116498230724241258e-01,9.321207097832797217e+01
1.612789739969408060e+02,3.047275407596071091e+02,3.995753090468847404e+02,5.116459014491967494e-01,9.320982931955677486e+01
1.612989763501588527e+02,3.047214189762207752e+02,3.995686319034741700e+02,5.116419803971560265e-01,9.320758798728456895e+01
1.613189787033768710e+02,3.047152980856307067e+02,3.995619556888568695e+02,5.116380599169586540e-01,9.320534698188652101e+01
1.613389810565948892e+02,3.047091780888436006e+02,3.995552804036800580e+02,5.116341400092492275e-01,9.320310630373131744e+01
1.613589834098129074e+02,3.047030589868479638e+02,3.995486060485781081e+02,5.116302206746611292e-01,9.320086595318076661e+01
1.613789857630309541e+02,3.046969407806144545e+02,3.995419326241726594e+02,5.116263019138158619e-01,9.319862593059025357e+01
1.613989881162489723e+02,3.046908234710963370e+02,3.995352601310727323e+02,5.116223837273241593e-01,9.319638623630891061e+01
1.614189904694669906e+02,3.046847070592294813e+02,3.995285885698751827e+02,5.116184661157854308e-01,9.319414687067927616e+01
1.614389928226850088e+02,3.046785915459325906e+02,3.995219179411644745e+02,5.116145490797879836e-01,9.319190783403769274e+01
1.614589951759030555e+02,3.046724769321075428e+02,3.995152482455131349e+02,5.116106326199096888e-01,9.318966912671447744e+01
1.614789975291210737e+02,3.046663632186398445e+02,3.995085794834818671e+02,5.116067167367174262e-01,9.318743074903369461e+01
1.614989998823390920e+02,3.046602504063982906e+02,3.995019116556196650e+02,5.116028014307679728e-01,9.318519270131355370e+01
1.615190022355571386e+02,3.046541384962358734e+02,3.994952447624640399e+02,5.115988867026074471e-01,9.318295498386629561e+01
1.615390045887751569e+02,3.046480274889894417e+02,3.994885788045411346e+02,5.115949725527720870e-01,9.318071759699830636e+01
1.615590069419931751e+02,3.046419173854803830e+02,3.994819137823660640e+02,5.115910589817876941e-01,9.317848054101028765e+01
1.615790092952111934e+02,3.046358081865145095e+02,3.994752496964426882e+02,5.115871459901707441e-01,9.317624381619737051e+01
1.615990116484292400e+02,3.046296998928823996e+02,3.994685865472641808e+02,5.115832335784272766e-01,9.317400742284888793e+01
1.616190140016472583e+02,3.046235925053597384e+02,3.994619243353129150e+02,5.115793217470543386e-01,9.317177136124894332e+01
